id,type,question,options,correctAnswer,explanation
158,multiple_choice,"Which of the following are useful strategies for communicating ethical risks to the individual? (Select two.)","Ensure individuals feel that they have input into the process|Inform individuals of how they are obligated to mitigate risks to themselves|Communicate to individuals proactively rather than reactively|Ensure individuals understand the specific details of each risk they are affected by","0|2","Khi thông báo rủi ro cho cá nhân, hãy đảm bảo họ cảm thấy được góp ý ('input into the process') và nên thông báo một cách chủ động ('proactively rather than reactively')."
159,single_choice,"Which of the following is a best practice for incorporating diversity, equity, and inclusiveness in communication?","Reassure customers that the organization is diverse, equitable, and inclusive|Promote an organizational culture that embraces these values|Focus on the organization's intended message rather than incorporating feedback from external stakeholders|Ensure multiple groups of people based on race, gender, etc., are communicating in different ways","1","Cách tốt nhất để mang tính đa dạng vào truyền thông là xây dựng văn hóa tổ chức thực sự nuôi dưỡng các giá trị đó ('Promote an organizational culture that embraces these values')."
160,single_choice,"Which of the following is an important concept to consider as part of building an organizational philosophy?","Anticipating future implications of that philosophy|Considering internal stakeholder needs above all else|Putting ethical principles into practice|Adopting philosophies already created by other organizations","0","Khi xây dựng triết lý tổ chức, phải luôn dự đoán các ý nghĩa/tác động tương lai của triết lý đó ('Anticipating future implications')."
161,single_choice,"The endorsement of which of the following types of stakeholder is most critical when developing mission and vision statements?","Department heads|Employees|Customers|C-suite executives","1","Tuyên bố sứ mệnh và tầm nhìn cần nhất sự tán thành của Nhân viên ('Employees') vì họ là những người trực tiếp hiện thực hóa chúng."
162,single_choice,"Which of the following is a benefit of providing disclosure statements?","It creates an ethical framework from which the organization can operate.|It enables the organization to mitigate ethical risks.|It demonstrates that the organization lacks ethical conflicts.|It demonstrates that the organization has a commitment to openness.","3","Các tuyên bố công khai (disclosure statements) chứng minh rằng tổ chức có cam kết về tính cởi mở và minh bạch ('commitment to openness')."
163,single_choice,"Which of the following is the most important factor to consider when developing corporate reports?","Where the data used in the report comes from and how accurate it is|Who the intended audience of the report is|Who is the most qualified person to deliver the report|Whether or not it's necessary to include financial information in the report","0","Yếu tố quan trọng nhất của báo cáo doanh nghiệp là nguồn gốc và độ chính xác của dữ liệu ('Where the data... comes from and how accurate it is')."
164,multiple_choice,"Which of the following are important factors to consider when developing a media campaign? (Select two.)","The environment in which the campaign will be launched|The time-sensitive nature of communication in the campaign|The effect the campaign has on the organization's bottom line|The risks that will be talked about in the campaign","0|1","Khi phát triển chiến dịch truyền thông, hãy cân nhắc môi trường triển khai ('environment') và tính nhạy cảm về thời gian của thông điệp ('time-sensitive nature')."
165,multiple_choice,"Which of the following are distinguishing characteristics of a ""living"" public education campaign? (Select two.)","The campaign must be self-sustaining.|The campaign is continuously improved upon.|The campaign fosters a relationship between the organization and its stakeholders.|The campaign cannot be modified without the consent of the organization.","1|2","Chiến dịch giáo dục 'sống' là chiến dịch được cải tiến liên tục ('continuously improved upon') và giúp duy trì mối quan hệ lâu dài với các bên liên quan ('fosters a relationship')."
166,single_choice,"Which of the following is a best practice when participating in media inquiries? (Select two.)","Get your message out as quickly as possible|Only agree to speak to media outlets that are favorable to your organization|Ensure your message is consistent|Divulge only the information that you are required to by law","2","Một quy tắc thực hành tốt khi trả lời báo chí là đảm bảo thông điệp của bạn luôn nhất quán ('Ensure your message is consistent')."
167,single_choice,"What is the benefit of hosting a virtual reality press conference over a traditional in-person press conference?","It will be easier to communicate your overall message to your audience.|The conference will be easily accessible to all willing participants.|The participants will be impressed by your leveraging of new and exciting technologies.|The conference can be interactive without the participants needing to be co-located.","3","Họp báo thực tế ảo (VR) mang lại trải nghiệm tương tác cao mà không cần mọi người phải tập trung tại một địa điểm vật lý ('interactive without... needing to be co-located')."
